id,text,original_label,annotation_label,emoji_label,annotation_0,annotation_label_0,annotation_1,annotation_label_1,annotation_2,annotation_label_2,annotation_3,annotation_label_3,llm_annotation
654,I'm turning 24!!! Stop by the club on Friday to celebrate with me! Birthday Cake Shakes are…,5,3,😊,😊,3,😜,2,😊,3,😊,3,1
2022,"The sunset was so pretty I had to take a photo IN IT! Obviously I didn't run in these clothes, but…",10,1,📷,😊,3,📷,1,📷,1,📷,1,1
1415,"Hahaha, I Love this photo !!!! This is US (some of us let it OUT and…",19,2,😜,📷,1,📷,1,📷,1,😜,2,2
1622,Underpass vibes with @user today #bts #peterpan #actor : @user @ North…,10,1,📷,📷,1,😜,2,📷,1,🔥,0,1
2828,regrann from @user - the doors are open!! LADIES AND GENTLEMEN WE WILL BE OPEN FOR 24…,4,0,🔥,😊,3,😊,3,🔥,0,😊,3,0
2080,L.A! you are always sooo good. Thanks for all that came out. @user @ El Ray Theatre,10,1,📷,😊,3,🔥,0,🔥,0,🔥,0,1
1571,#testshot @user #popmycollar @ Hollywood,10,1,📷,📷,1,😊,3,📷,1,📷,1,1
1008,New to the family!! My obsession with #eds1275 continues thanks to #grinningelkmusic…,19,2,😜,😊,3,😊,3,😜,2,😊,3,2
2337,Leather || #tbt #fancynancista saadhameedphotography || shop similar via liketoknow.it…,4,0,🔥,📷,1,📷,1,📷,1,📷,1,1
2925,@ Table Rock Beach,4,0,🔥,📷,1,📷,1,📷,1,📷,1,3
2082,Experienced a few chilly days in LA this week so I enjoyed wearing a heavy blazer haha || by…,10,1,📷,😊,3,🔥,0,😊,3,😊,3,0
2522,Don't play with fire if you can't take the heat. #3RY3RDMEDIA #3HIRTY3HIRD Captured by :…,4,0,🔥,🔥,0,🔥,0,📷,1,🔥,0,0
2142,All Time Low at @user @user @user #live #concert #rockinryan #mjpfix…,10,1,📷,😊,3,🔥,0,🔥,0,🔥,0,0
159,"Well earned drink, busy day at the fire department plus a good run. Now sitting down and relaxing",5,3,😊,😊,3,😜,2,😊,3,😊,3,0
1110,"Gotta love an accessory that has something deep to say don't loose the whimsy, people!…",19,2,😜,😊,3,😊,3,😜,2,😜,2,2
1053,"When you live somewhere this beautiful, every day is Thanksgiving #cheesybuttrue…",19,2,😜,😊,3,😊,3,📷,1,😊,3,3
2100,dandorn...Cavernous.#divensurf | Jim Stadler #sponger #bodyboard #xxl #sciencebodyboards…,10,1,📷,📷,1,🔥,0,😊,3,🔥,0,1
1705,#humpday #asswednesday #wcw Naughty America @ San Fernando Valley,10,1,📷,📷,1,📷,1,📷,1,🔥,0,0
2986,Changed it up today with a barre workout. Decent burn in the hamstrings from the seat work.…,4,0,🔥,🔥,0,🔥,0,😊,3,😊,3,0
1875,Uncanny : _just_jared_ @ Capitol Garage,10,1,📷,📷,1,🔥,0,📷,1,🔥,0,1
2628,#vintage #velvet #beaded #dress #holidaydresses #vintagedress #gottahaveit @ Gotta Have It,4,0,🔥,📷,1,📷,1,📷,1,😊,3,1
1830,Feeling it. #truthstudios @user @ Truth Studios : Boutique Recording Studio In…,10,1,📷,😊,3,😊,3,📷,1,😊,3,0
2849,"Went in on some ears, now I'm AF @ Disneyland",4,0,🔥,😊,3,😜,2,😊,3,🔥,0,1
2516,I know then...Lit #YouAlreadyKnow #AllGasNoBrake #AUncleMikeSpecial #WhyDidYallLetHimCutMyHair…,4,0,🔥,😜,2,😊,3,😊,3,🔥,0,0
1083,"Stingrey is looking at me @ Ceasar's Palace, Las Vegas, Nevada",19,2,😜,😊,3,😜,2,📷,1,📷,1,1
153,"Netflix and crochet #vampirediaries @ Kerman, California",5,3,😊,😊,3,😊,3,📷,1,😊,3,3
2052,"shoot to kill @ San Francisco, California",10,1,📷,📷,1,🔥,0,🔥,0,🔥,0,0
555,"Dinner with cousins.. Feeling the Christmas spirit this year! (@ Red Palace Korean BBQ in Cerritos, CA)",5,3,😊,😊,3,😊,3,😜,2,😊,3,3
2703,[#NewMusic] :: @user - 'Play Me' [prod. by Cartier Beats] #NP on #Soundcloud…,4,0,🔥,📷,1,😜,2,🔥,0,🔥,0,0
833,@ Dance Yourself Clean,19,2,😜,📷,1,📷,1,📷,1,🔥,0,0
1810,"@user @ Los Angeles, California",10,1,📷,📷,1,📷,1,📷,1,📷,1,1
2718,It was hard choosing a pic bc tbh they were all #fancyfeast15 Pc// bails_oconnor @ Real Life…,4,0,🔥,📷,1,📷,1,📷,1,😊,3,1
2518,"“@Aqua174: ""I'm my brother's keeper lord willin' keep grinding."" I hear ""Mr. Lee"" on that intro. #kingpush…",4,0,🔥,😊,3,🔥,0,😜,2,🔥,0,0
1049,"The Yeti 110 was on back order, but Santa brought a stand-in iced down w/some silver bullets! …",19,2,😜,😜,2,😜,2,🔥,0,😊,3,1
305,Iggy Pup @ The REAL Bark,5,3,😊,📷,1,😜,2,🔥,0,😊,3,2
2682,#EXCHANGELA DEAL $5 off Tix at: 2.12 #PaulVanDyk 4 HR #ExtendedSET…,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,1
554,Christmas hike with my family @ Griffith Park,5,3,😊,😊,3,😜,2,😊,3,😊,3,3
2314,This fireplace is @ ArtCenter College of Design,4,0,🔥,🔥,0,🔥,0,📷,1,📷,1,1
2857,Valley of @ Valley of Fire State Park,4,0,🔥,🔥,0,📷,1,📷,1,📷,1,1
2251,Dayum it's hot out here #vegasbaby #turnuptheheat #vegasshows #projectshows #libertyfairs…,4,0,🔥,🔥,0,🔥,0,📷,1,🔥,0,0
22,Never a bad day when you come here. @ Safeco Field,5,3,😊,😊,3,😊,3,📷,1,😊,3,1
2010,day of firsts: here my first time leading a 5.10b by @user on his first day climbing!…,10,1,📷,😊,3,🔥,0,😊,3,😊,3,1
2972,Pretty in pink! So excited to find new #crueltyfreemakeup The brow gel from bellimisa is…,4,0,🔥,😊,3,😜,2,😊,3,😊,3,3
636,"(@ Noodle World in Alhambra, CA w/ @user",5,3,😊,📷,1,📷,1,📷,1,😊,3,2
530,"The roommates #latergram #veniceadventures #vscocam @ Venice, California",5,3,😊,📷,1,🔥,0,😜,2,😊,3,1
455,2 traditions in one day cocoa and snowmen marshmallows and time with my brothers family (i love…,5,3,😊,😊,3,😊,3,😊,3,😊,3,3
1585,"""Put a blind fold on me and I bet a mill I can still see where I'm going.."" : tommypcco…",10,1,📷,😜,2,😊,3,😊,3,🔥,0,3
580,He's all better now #donepanicking @ Banfield Pet Hospital,5,3,😊,📷,1,🔥,0,😊,3,😊,3,3
1896,TRAMPA @user @ Hollywood,10,1,📷,📷,1,📷,1,📷,1,🔥,0,1
1092,The stampeding crowd of #blackFriday ! #getoutside #NoFilter #california #travel #beach…,19,2,😜,📷,1,🔥,0,🔥,0,🔥,0,0
115,So awesome to find a street with her name in Palm Springs #streetname #streetphotography @ Palm…,5,3,😊,😊,3,📷,1,😊,3,😊,3,1
1757,Caught slippin' today @user @ ISKCON Laguna Beach,10,1,📷,📷,1,😜,2,😜,2,🔥,0,0
2193,Deep thoughts .. #bulldoggsteven #ThinkingOfAMasterPlan #BigRunts : @user @user,10,1,📷,📷,1,🔥,0,😊,3,🔥,0,2
1473,Writing .. Yeaaahhh is my favorite word when I start a new song #Dlovers #Dsmilers…,19,2,😜,😊,3,😊,3,😊,3,🔥,0,3
859,Daaamn Miki back at it again w/ the rose Vans #VSCOcam #vans #classics @ Ink Sack,19,2,😜,😊,3,😊,3,🔥,0,🔥,0,1
2030,"Self. #yachats #oregon : girls0nfilm @ Yachats, Oregon",10,1,📷,📷,1,📷,1,📷,1,😊,3,1
1045,YASSSSS for day before a holiday traffic (or lack thereof) 20 minutes from Fremont to Bellevue. A…,19,2,😜,😜,2,🔥,0,😜,2,🔥,0,2
1729,4x4 : @user #braceformavericks #espguitars @ Homestead Bowl &amp; The X Bar,10,1,📷,📷,1,😜,2,📷,1,🔥,0,1
2856,"Yesterday was . I love my west coast family. @ Beaumont - Wilshire, Portland, Oregon",4,0,🔥,😊,3,😊,3,😊,3,😊,3,3
816,"@ Lake Stevens, Washington",19,2,😜,📷,1,📷,1,📷,1,📷,1,1
2425,Tangie cross by high_noon_cult good chopping it up with these guys today. About to twist this…,4,0,🔥,😊,3,😜,2,😜,2,🔥,0,0
231,Merienda time at work #empanadaandcoffee for 15min break @ California Pacific Medical Center,5,3,😊,📷,1,😊,3,😊,3,😊,3,1
844,Sundayfunday#california #comiccon2016 #justloveyourself @ Hall H…,19,2,😜,📷,1,😜,2,🔥,0,😊,3,3
1565,"Rocking it at the Teragram Ballroom last Friday :estefany @ Los Angeles, California",10,1,📷,😊,3,🔥,0,🔥,0,🔥,0,1
2455,Fashion Show Runway #thebanksale @ The REEF L.A.,4,0,🔥,😊,3,📷,1,📷,1,🔥,0,1
1621,sharon.chang @ SOMA Grand,10,1,📷,📷,1,😊,3,📷,1,📷,1,1
1583,Awesome training sesh and exchange of ideas last night with my people. by budomatt…,10,1,📷,😊,3,🔥,0,😊,3,🔥,0,3
2767,"Cinderella can't go to the #newyearseve #party without her bomb heels! Thank you,…",4,0,🔥,😊,3,😊,3,😜,2,😊,3,1
2439,"#GoodNite @ Los Angeles, California",4,0,🔥,📷,1,😜,2,📷,1,😊,3,3
1772,Blessings all around @user ( : @user @ Downtown Los Angeles,10,1,📷,📷,1,🔥,0,😊,3,😊,3,3
2369,"freaky freya and dirty d doin it big @ Chico, California",4,0,🔥,📷,1,🔥,0,😜,2,🔥,0,2
2913,@user is a BEAST!!! #dopemusicians #sherocksawards #supermariobrothers #themesong…,4,0,🔥,📷,1,😜,2,😜,2,🔥,0,0
1545,Cool long exposure shot I took yesterday in Half Moon Bay. #Canon6d #24105mm #longexposure…,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
175,"Monday afternoon coffee break (at @user in Sunnyvale, CA)",5,3,😊,😊,3,😊,3,📷,1,😊,3,3
329,Add me on sc @ brianabanana9 is you wanna hear me sing lolz or be my friend,5,3,😊,😊,3,😊,3,🔥,0,😊,3,3
2460,Hyper leg day with my boy @user was todaySquats: 3 sets of 10 with 295 lbs Sumo…,4,0,🔥,😊,3,😜,2,🔥,0,🔥,0,1
2188,Mastermind. : cred @user @ Hollywood Califormia,10,1,📷,📷,1,🔥,0,📷,1,🔥,0,1
1050,Blessed with these sibz #MerryChristmas @ Grandma's House,19,2,😜,📷,1,😊,3,😊,3,😊,3,3
665,Apparently Apple Music is having issues for some people. It's working fine here.,5,3,😊,😜,2,🔥,0,😊,3,🔥,0,0
1528,When Gus get new lenses (for his iPhone at that) you will be a model all weekend. : @user @user,10,1,📷,😊,3,📷,1,🔥,0,😊,3,1
462,@user Bernie is a rational man.,5,3,😊,📷,1,📷,1,😊,3,🔥,0,3
2388,Lobster Me Happy Ramen.Fire!!! @ JINYA Ramen Bar Studio City,4,0,🔥,🔥,0,😜,2,🔥,0,🔥,0,1
2174,HAPPY BIRTHDAY TO ME. 29 &amp; Doin Just Fine. @user @ Hollywood,10,1,📷,😊,3,😜,2,😊,3,😊,3,3
2507,"""@ChristineBBabao: Present day Bangs! Pak ! #ALDUBEBNatlBangsDay",4,0,🔥,📷,1,😊,3,😜,2,🔥,0,2
1044,All I want for Christmas!!! For the studio that is Work related!!…,19,2,😜,😊,3,😜,2,😜,2,😊,3,1
276,Look what I found in Ben and Doc's pen! Tippy is safe at home now Thank God I didn't have to…,5,3,😊,😊,3,🔥,0,😊,3,😊,3,0
414,"Dinner. #pinatisangpritongmanok #bihonguisado #pinoyfood @ Covina,…",5,3,😊,📷,1,📷,1,📷,1,😊,3,1
739,jeff.letourneau having some #PhoBoTai #SteakNoodleSoup at #BrodardChateau. #burpple…,5,3,😊,📷,1,😜,2,📷,1,😊,3,1
2633,They gon' think I won a Grammy.. #spiffy #anighttoremember…,4,0,🔥,😊,3,😊,3,😜,2,🔥,0,3
1968,Backstage with #JeffLynne after our final #ELO show. @user :…,10,1,📷,📷,1,📷,1,📷,1,🔥,0,1
669,This is what our morning looked like A special thank you to @user for putting this…,5,3,😊,😊,3,😊,3,📷,1,😊,3,1
1242,Got my #powerball ticket from the winning 7-11 in #ChinoHills. Not sharing my numbers though …,19,2,😜,😊,3,🔥,0,😊,3,🔥,0,0
1414,"It's true, writers are poor. We'll gladly come to that family dinner #writerslife @ Embassy…",19,2,😜,😜,2,😊,3,😜,2,😊,3,2
661,Pure joy! @ Connect Cheer Northwest,5,3,😊,😊,3,😜,2,😊,3,😊,3,3
749,@user Psycho circus by KISS,5,3,😊,📷,1,📷,1,🔥,0,🔥,0,0
2202,Hello from the otherside. : @user #travel #destination #seattle #starbucksreserve #adele #25…,10,1,📷,😊,3,😜,2,📷,1,😊,3,1
1205,Totally hated it // Blueberry Marrow Cheesecake #renobites #renoeats #happyturkeyeve #stjames @user,19,2,😜,😜,2,🔥,0,📷,1,🔥,0,2
1892,Soulection nights are the best nights. : errrrcuh @ The Regent,10,1,📷,😊,3,😊,3,🔥,0,🔥,0,3
641,Donna's steroidal Blossom Russo hat is just for you @user Also: I would wear the…,5,3,😊,😊,3,😊,3,🔥,0,🔥,0,2
646,"Hi, name is Stephanie and I don't give two shit about what you think of me",5,3,😊,😜,2,🔥,0,😜,2,😜,2,2
1574,"Somewhere in the desert #tbt / lshort @ Lancaster, California",10,1,📷,📷,1,🔥,0,📷,1,🔥,0,1
279,"with @user (at @user in La Puente, CA)",5,3,😊,📷,1,😜,2,📷,1,😊,3,1
63,#HappyBirthday Ganita! #birthday #party #girls #fun @ 38 Degrees Ale House &amp; Grill,5,3,😊,😊,3,📷,1,🔥,0,😊,3,3
2853,"Low-key lit #OOTD #Lit #Topman #Forever21 #Vans #Penny #WinterFashion #Winter @ San Jose,…",4,0,🔥,🔥,0,📷,1,📷,1,🔥,0,1
811,Who out there? #elkallpa looking trough the peephole of tomorrow's obstacles.... @ The…,19,2,😜,😜,2,😊,3,📷,1,🔥,0,2
1698,Split-Screen.#wethewave( : @user @ War on Walls Studio,10,1,📷,📷,1,🔥,0,🔥,0,🔥,0,1
1637,That time when @user blew minds at @user #chbp #chbp2016 : @user @ The…,10,1,📷,📷,1,😜,2,📷,1,🔥,0,0
957,Jumping in front of these ladies #lovelypepatravels #lovelypepa #sanfrancisco @ Painted Ladies,19,2,😜,📷,1,🔥,0,😜,2,😊,3,1
355,"Vitamin Sea is so good for you Beautiful magical sunsets on Mystic Beach, Vancouver Island.…",5,3,😊,😊,3,🔥,0,😊,3,😊,3,1
674,"Happy to be home for the week. See you tomorrow at the LAFW gala. @ Los Angeles, California",5,3,😊,😊,3,😜,2,😊,3,😊,3,3
615,Yay! Going to the 500 now #celebration @user #santacruzart #california #artgallery…,5,3,😊,😊,3,🔥,0,🔥,0,🔥,0,3
1142,I'm staying in bed. Maybe tomorrow! #instasmile #inspiration #instagood #lifeincolor #dtla…,19,2,😜,😊,3,📷,1,😜,2,😊,3,3
2385,#Repost @user was litty in Culver City Big up everybody that came out to…,4,0,🔥,😊,3,🔥,0,😜,2,🔥,0,0
1838,I make the best mojitos. : 1000yardstyle#Leica #35mm #filmisnotdead #cowgirl #mojito…,10,1,📷,😊,3,📷,1,😊,3,🔥,0,1
1494,#Repost @user with repostapp.・・・Last night with them.:) nice to be with you all!!! …,19,2,😜,📷,1,😜,2,😊,3,😊,3,3
2267,When you're moving and you use your old apartment as a rehearsal space #noac #indianstyle…,4,0,🔥,😊,3,😊,3,😜,2,🔥,0,0
1215,It's freezing baby,19,2,😜,😜,2,🔥,0,😜,2,🔥,0,0
1684,Big Sur: 10/10 would recommend …,10,1,📷,😊,3,🔥,0,😊,3,😊,3,3
2096,#tbt visiting our headquarters in L.A. #Herbalife #trip #losangeles @ Herbalife HQ,10,1,📷,📷,1,📷,1,📷,1,😊,3,1
1068,Having a fun time so far in Las Vegas. Can't wait to see what else is in store for this trip! …,19,2,😜,😊,3,😊,3,🔥,0,🔥,0,1
2285,Make every side walk your personal Soul Train Line !! T U E S D A Y new @user,4,0,🔥,😊,3,😜,2,😜,2,🔥,0,1
2964,Pre-orders available here at K/D Empire!! @ K/D Empire Vinyl Art Toys and Rare Collectibles,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,1
1328,"Last night, she injected herself with a #Jelloshot Enjoying this private event for the…",19,2,😜,😜,2,🔥,0,😜,2,😜,2,0
2644,@user and doing custom made @user Costumes )'( #burningman2016 #burningman #costumes…,4,0,🔥,📷,1,🔥,0,📷,1,🔥,0,0
2821,Do more of what lights your soul on fire #twentytwo @ Downtown Los Angeles,4,0,🔥,🔥,0,😊,3,🔥,0,🔥,0,0
1996,the martian. : @user @ The Salton Sea,10,1,📷,📷,1,📷,1,📷,1,📷,1,0
882,The face of contentment. #burpple #instaplace #instaplaceapp #place #earth #world…,19,2,😜,📷,1,📷,1,📷,1,😊,3,3
2391,yeezy yeezy just jumped over jumpman.. #thanksBae #ShoutOutToThePlug #theComeUp…,4,0,🔥,📷,1,😜,2,😜,2,🔥,0,0
72,Cause if you want to keep me you gotta love me harder ... @ San…,5,3,😊,😜,2,🔥,0,😊,3,🔥,0,0
1711,We gotta keep it going .. calitoledo ecomobile : @user @ Joshua Tree National Park…,10,1,📷,📷,1,😊,3,📷,1,🔥,0,1
2040,The moment my goddaughter lost her shit in #Disneyland. : @user,10,1,📷,📷,1,🔥,0,📷,1,😜,2,0
274,but where is Yuki? #louisvuitton #thecrystals #christmasishere #spoiled #treatyourself…,5,3,😊,📷,1,😜,2,📷,1,😊,3,2
2842,"This video I shot is of the last soezsundays, this next one in Sunday... Lit | #247…",4,0,🔥,📷,1,😜,2,😜,2,🔥,0,0
707,#Name learning w/ #BabyJudah A name can stand for so much!!#11months #happybaby…,5,3,😊,😊,3,😊,3,📷,1,😊,3,3
31,Happy #nationalicecreamday @ Sweet Rose Creamery Beverly,5,3,😊,😊,3,📷,1,😊,3,😊,3,3
651,DONE! #wednesday #awesome #day #twelveskip #humpday #lasvegas #teamwork #dream #directsales…,5,3,😊,😊,3,🔥,0,🔥,0,🔥,0,3
1241,Huge debate on if today's workout was too easy @ 5Strong Fitness,19,2,😜,😊,3,🔥,0,🔥,0,😜,2,0
2903,"If not sure, SQUAT. *Class Training Available**Private Training…",4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
13,At a New Mexican place with ma man treeofakind @ Mercado Hollywood,5,3,😊,📷,1,😜,2,📷,1,😊,3,1
2012,6 Looks with Tiffany Da SilvaModel: positiph : @user,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
2361,How I feel after I finish writing one of my scripts.... #fire #writer #art #screenplay…,4,0,🔥,🔥,0,😊,3,📷,1,🔥,0,0
702,@user thank you!! I’ll be at the next one for sure,5,3,😊,😊,3,😊,3,🔥,0,😊,3,3
2485,NEW ARTICLE POSTED!! (link in bio) #IreneAldana (@irenealdana_) showed nothing but heart…,4,0,🔥,😊,3,😜,2,🔥,0,🔥,0,1
1885,It's a great day for wings and sliders in today's Daily Photo Feature!Photo Credit :…,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
1553,Take time to enjoy the view. : @user #rowleyadventures #stayawthntic #neverstopexploring…,10,1,📷,😊,3,🔥,0,📷,1,😊,3,3
759,"Almost forgot to check in. (@ chandler ranch in Eastvale, CA)",19,2,😜,😜,2,🔥,0,😜,2,📷,1,1
2539,Horsetail Falls // 2.28.16 @ Yosemite National Park,4,0,🔥,📷,1,📷,1,📷,1,📷,1,1
2537,Another quick 20 minute Every Min on Min (1st 10 min)5 thrusters @ 135lbs 3 S2OH ( 2nd 10…,4,0,🔥,😊,3,😜,2,😊,3,🔥,0,1
121,Feria Chapina @ StubHub Center,5,3,😊,📷,1,📷,1,📷,1,🔥,0,1
1951,6 Looks with Tiffany Da SilvaModel: positiph : @user #curlyhair…,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
1997,Surf &amp; Turf Poutine from messroyale for lunch today! PC six1niner #lunch #blackfriday…,10,1,📷,😊,3,😊,3,🔥,0,😊,3,0
924,"Retreat was s'more fun #retreatyourself2016 @ McCall, Idaho",19,2,😜,😊,3,😜,2,🔥,0,😊,3,1
2576,portcitysmokeout #motownsesh #AGMFARMS #DHG4life #WindmillTvMOB…,4,0,🔥,📷,1,🔥,0,📷,1,🔥,0,0
645,#sillypic #ilovemydog #mypuppy #petcostume Looking good in that…,5,3,😊,📷,1,😊,3,📷,1,😊,3,1
2548,Turnt up @user with #nickcannon this past #Saturday!! #SKAMLIFE @ Skam Artist Inc,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
633,After Christmas celebration with adamabad #christmas #brother #siblings #december #abad @user,5,3,😊,📷,1,😊,3,😊,3,😊,3,3
2973,We keep our athletes fresh too! 100% of every purchase goes toward supporting our youth and…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,1
2564,"Family breakfast (@ Bill's Cafe in San Jose, CA w/ @user",4,0,🔥,📷,1,📷,1,📷,1,😊,3,3
1410,"It's my ""hot grunge"" look I used all @user shadows, @user gold glitter,…",19,2,😜,📷,1,😜,2,📷,1,🔥,0,0
1180,"On my way to San Fran!!! Well, at least Sici is #cheerstotheweekend…",19,2,😜,😊,3,😜,2,📷,1,😜,2,1
2532,Another one bites the dust #Backwoods with some #CandyLand from…,4,0,🔥,😜,2,😊,3,📷,1,🔥,0,0
2284,Loved 53xlv @user with @user And finally got to see k_efthemes in action! @ 53X,4,0,🔥,😊,3,😊,3,😊,3,📷,1,1
1725,Perks of your professional photographer best friend also being a professional cyclist : @user @user,10,1,📷,📷,1,📷,1,😊,3,😊,3,1
664,Does Exercise Help Keep Our Brains Young? This is why the young ladies keeps winking at me,5,3,😊,😊,3,🔥,0,😜,2,😜,2,2
1141,"Watching one of my best friends get married, makes me more excited for my day #tbt…",19,2,😜,📷,1,😊,3,📷,1,😊,3,3
2464,Strength Is The Product Of Struggle. @ BoxFit Elite Training,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
1769,Soaking up some #love before my first gig of the night. #lasvegas @ The Palazzo Las Vegas,10,1,📷,😊,3,😜,2,😜,2,😊,3,3
1595,:@killakammm @ Mountain High,10,1,📷,📷,1,📷,1,📷,1,📷,1,0
2399,So many people feeling it today #berniesanders2016 @ Irvine Meadows Amphitheatre,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,0
867,Who knew you could bond like this and share a connection thousands of miles away. #TrueLove …,19,2,😜,😊,3,😊,3,😊,3,😊,3,3
2291,@user @user something like that,4,0,🔥,📷,1,📷,1,😊,3,😜,2,2
2004,hit us up on our apple watches : not elliott @ SOMA San Diego,10,1,📷,😜,2,🔥,0,🔥,0,😜,2,1
2645,"@ the beach ! @ Mission Beach, California",4,0,🔥,📷,1,📷,1,📷,1,📷,1,3
379,I turned 18 yesterdayThank you for all the birthday wishes @ The…,5,3,😊,😊,3,😊,3,😊,3,😊,3,3
432,The next photobooth we will be in will be at our wedding !!!! #thegowssaytheirvows @ San…,5,3,😊,📷,1,📷,1,😊,3,📷,1,1
2951,Thanks for getting with me @ Justin Bieber Purpose World Tour - MGM Grand Arena,4,0,🔥,😊,3,😜,2,😊,3,🔥,0,0
2697,[#NewMusic] :: @user - 'Play Me' [prod. by Cartier Beats] #NP on #Soundcloud…,4,0,🔥,😊,3,😜,2,🔥,0,🔥,0,0
1188,Even the exhibits at the #laartshow need a little laser hair removal #laconventioncenter #art…,19,2,😜,😊,3,😊,3,🔥,0,😜,2,0
680,#AllThatsLeft of my #BeanPie until Saturday #MissHerAlready @ Manicomio,5,3,😊,😊,3,😊,3,🔥,0,😊,3,2
717,"@user I took math 112 to GRO it from 1st semester, but just found out today I can't GRO it",5,3,😊,😜,2,🔥,0,😜,2,😜,2,2
437,Did some consultations @user #WestHollywood today. I love my oversized sweater…,5,3,😊,😊,3,😜,2,😊,3,😊,3,1
989,3 mile RUN on the Las Vegas Strip this AM after a late night Here for my Sissy's Bachelorette…,19,2,😜,😊,3,😜,2,🔥,0,🔥,0,1
1319,#Superbowl celebrations #SantaCruzStyle @user @user @ Pizza My Heart,19,2,😜,📷,1,🔥,0,📷,1,😊,3,0
99,"Always positive! @ Venis Beach, Los Angeles",5,3,😊,😊,3,🔥,0,📷,1,😊,3,3
339,What do you think of the day of the world wide web site is not a good day,5,3,😊,😊,3,🔥,0,😜,2,😜,2,0
1468,You know you're headed to Vegas when... #zzyzx #nevergetsold @ Zzyzx Road,19,2,😜,😊,3,😜,2,📷,1,😜,2,0
1706,Beautiful shot at #winchellcove ! Thanks @user for the tag! #fleetfeetfresno #regram :…,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
2445,"Lastnight @user &amp; @user had @user @ Las Vegas, Nevada",4,0,🔥,📷,1,📷,1,📷,1,🔥,0,0
1905,Joyeux Noel by @user at thebroadmuseum #langdon #losangeles #joyeuxnoel @ The Broad,10,1,📷,📷,1,😊,3,🔥,0,📷,1,1
2732,From now on when you buy 5 coils for your favorite tank you get one free . Every day from now…,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,0
1498,New style New life I cute my hairs but I'm not so sad. My husband love. #tyrabanks #newstyle…,19,2,😜,😊,3,😜,2,😊,3,😊,3,1
986,"Best looking conference table in town. #latenight #meeting @ Santa Clarita, California",19,2,😜,📷,1,🔥,0,📷,1,🔥,0,1
2400,#rp by @user because last night was just lit @ Oracle…,4,0,🔥,🔥,0,😜,2,📷,1,🔥,0,0
2512,@user was fire last night one of my favourite parties in the world. @ Los Angeles…,4,0,🔥,🔥,0,🔥,0,📷,1,🔥,0,0
1664,"How did I get this Far? : @user @ Spokane, Washington",10,1,📷,😜,2,😊,3,📷,1,😊,3,1
344,Can't wait next year #Paycation is inviting us to come to #LasVegas and we have the privilege…,5,3,😊,😊,3,🔥,0,😊,3,🔥,0,0
1443,#bluesteel pose off with this goofball today!! #TGIF @user #beachbody #supertrainers…,19,2,😜,😊,3,🔥,0,📷,1,😜,2,1
1760,A day in the life of a wedding/event planner/designer. Working on a styled shoot with…,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
573,We are READY!!! @ Disneyland,5,3,😊,📷,1,🔥,0,🔥,0,😊,3,0
69,"@user Amen,,,The Holy Spirits whispers ,,I'm Still here,,Amen ...God does say we must be careful with Our Life,Or we could lose It..",5,3,😊,😊,3,😊,3,😊,3,😊,3,3
1418,One of Fatty's less glamorous places to be... Following me to the toilet #FattyMcHindenburg…,19,2,😜,😊,3,😜,2,😜,2,😜,2,2
2748,Uncle Drew @ Staples Center,4,0,🔥,📷,1,🔥,0,📷,1,🔥,0,0
1113,Thank goodness for uber! #partay #nightout #girlsnight #wednesday #goodtimes #laughs…,19,2,😜,😊,3,🔥,0,😜,2,😜,2,0
2434,@ Melrose Avenue,4,0,🔥,📷,1,📷,1,📷,1,📷,1,1
1111,Building these glutes 1 leg day….and one #HVOL pump at a time! If you're looking to…,19,2,😜,😊,3,😜,2,🔥,0,🔥,0,0
236,Took Leia to the Drive-in! What did we see?? hint: animals#bzzselfiescavenger #bitesizedbzz…,5,3,😊,📷,1,😊,3,📷,1,😜,2,1
835,"Fun day with these locos. ajheirtz @user @ Palace Hotel San Francisco, A Luxury Collection…",19,2,😜,📷,1,🔥,0,😊,3,😊,3,1
1474,"It's not #Sunday but we still wanna wear our pajamas #wcw @ West Hollywood, California",19,2,😜,😊,3,😜,2,😊,3,😜,2,3
2878,Gettin' low with 315 Change Your Life.Private Training/Online Coaching:…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
1091,#selfie #legend #maninmotion @ Studio City Hills,19,2,😜,📷,1,📷,1,📷,1,📷,1,1
363,"insta_sammmm first yoga class this morning bikram_yoga_san_clemente @ San Clemente Beach, CA",5,3,😊,📷,1,📷,1,📷,1,📷,1,1
902,#happymonday and #leap year Decided to switch up the #40daychallenge post to finish off the…,19,2,😜,😊,3,😜,2,📷,1,🔥,0,1
